training_losses,training_accuracies (in %),training epoch time,training lr,test_losses,test_accuracies (in %),test epoch time
0.25587037205696106,9.525412319084484,94.04328894615173,5.0,4.244807497660319,11.859838274932615,17.922667026519775
0.2548789381980896,9.761023224503534,87.01918601989746,4.75,4.000079873402913,11.859838274932615,16.887221097946167
0.2534259557723999,9.693705822955234,89.15443181991577,4.5125,3.8281152216593424,11.859838274932615,17.167759895324707
0.251943975687027,9.761023224503534,84.99473404884338,4.286875,3.6983668200174966,11.859838274932615,17.070605039596558
0.2509492039680481,9.828340626051835,108.37009692192078,4.07253125,3.494751164118449,11.859838274932615,19.00043797492981
0.2498900145292282,9.626388421406935,99.84388899803162,3.8689046874999997,3.3562368551890054,11.859838274932615,17.1507089138031
0.24879345297813416,9.861999326825984,97.58692693710327,3.6754594531249998,3.196979732513428,11.859838274932615,16.204490900039673
0.24767252802848816,9.962975429148436,94.55309987068176,3.4916864804687497,3.0727374728520713,11.859838274932615,16.259371995925903
0.2463643103837967,9.996634129922585,95.00264501571655,3.317102156445312,2.982353542645772,11.859838274932615,16.181050300598145
0.2451944351196289,10.097610232245035,108.06710195541382,3.151247048623046,2.890455501874288,11.725067385444744,18.72984004020691
0.2439000904560089,10.030292830696736,108.41477799415588,2.993684696191894,2.7676335779825845,11.725067385444744,18.513144969940186
0.24478456377983093,10.063951531470886,109.20660185813904,2.844000461382299,2.782360544204712,11.725067385444744,16.571847915649414
0.24404753744602203,10.501514641534836,99.093985080719,2.701800438313184,2.6921439075469973,11.590296495956872,16.32201600074768
0.2424214482307434,10.232245035341636,95.37879681587219,2.5667104163975245,2.6793713665008543,11.725067385444744,16.351234197616577
0.24265798926353455,10.501514641534836,94.5687050819397,2.438374895577648,2.6084926414489744,11.590296495956872,16.285130977630615
0.24186010658740997,10.636149444631437,83.87572288513184,2.3164561507987655,2.6198531182607017,11.590296495956872,16.28378915786743
0.24044814705848694,10.636149444631437,79.0850989818573,2.200633343258827,2.5365887101491293,11.725067385444744,16.505337953567505
0.23921364545822144,10.467855940760687,76.95387387275696,2.0906016760958854,2.4729999669392906,11.725067385444744,16.866008043289185
0.23756864666938782,10.770784247728038,80.21904587745667,1.986071592291091,2.488986256917318,12.129380053908356,16.749449014663696
0.23689846694469452,10.636149444631437,81.89256286621094,1.8867680126765363,2.4386346197128295,11.859838274932615,16.73438024520874
0.2360365241765976,11.00639515314709,79.3675889968872,1.7924296120427095,2.3955240122477215,12.129380053908356,16.292439937591553
0.2347138226032257,10.770784247728038,85.88750171661377,1.7028081314405739,2.3728378216425576,11.994609164420485,17.965551137924194
0.2336656004190445,11.41029956243689,78.07460498809814,1.6176677248685452,2.3684890683492026,12.80323450134771,19.495975971221924
0.23524820804595947,11.073712554695389,79.2780032157898,1.5367843386251179,2.4323129717508953,11.590296495956872,36.633086919784546
0.23424145579338074,11.20834735779199,101.03932213783264,1.459945121693862,2.429657104810079,12.80323450134771,18.943480730056763
0.23489457368850708,11.174688657017839,117.65278005599976,1.3869478656091687,2.3498725509643554,12.533692722371967,18.976481199264526
0.23352481424808502,11.544934365533491,87.56835603713989,1.3176004723287102,2.354169554710388,12.80323450134771,18.1643328666687
0.23297375440597534,11.645910467855941,84.09898686408997,1.2517204487122746,2.355772786140442,12.668463611859837,18.056957244873047
0.23133264482021332,11.881521373274992,85.2922670841217,1.1891344262766608,2.3475103680292766,12.533692722371967,19.05279779434204
0.23165197670459747,11.881521373274992,95.83778476715088,1.1296777049628277,2.321794703801473,13.07277628032345,18.319180011749268
0.23021119832992554,12.150790979468193,83.46461606025696,1.0731938197146862,2.306019515991211,14.420485175202154,18.435791969299316
