training_losses,training_accuracies (in %),training epoch time,training lr,test_losses,test_accuracies (in %),test epoch time
0.23723740875720978,10.164927633793337,93.89380812644958,0.01,2.302538423538208,7.547169811320755,17.532341957092285
0.23697549104690552,10.804442948502189,82.90394711494446,0.01,2.30181484858195,7.547169811320755,17.60149598121643
0.2367062121629715,10.871760350050488,84.58970284461975,0.01,2.301632982889811,7.547169811320755,17.558473110198975
0.23655179142951965,10.535173342308987,81.78844690322876,0.01,2.3014060115814208,7.412398921832884,17.434468269348145
0.23638556897640228,10.939077751598788,83.00325298309326,0.01,2.3011360581715903,7.142857142857142,17.461122035980225
0.23613062500953674,10.669808145405588,83.30988907814026,0.01,2.3008664989471437,7.142857142857142,17.646020889282227
0.23627367615699768,10.669808145405588,84.11512422561646,0.01,2.300529432296753,7.142857142857142,17.431660890579224
0.23604384064674377,10.602490743857288,84.76166605949402,0.01,2.3002790705362957,7.142857142857142,17.416148900985718
0.23601964116096497,10.535173342308987,84.07010674476624,0.01,2.29982476234436,7.142857142857142,17.415038108825684
0.23591941595077515,10.198586334567485,82.72795414924622,0.01,2.299492883682251,7.142857142857142,17.484861135482788
0.23546040058135986,10.030292830696736,82.95773410797119,0.01,2.2992107391357424,7.142857142857142,17.323086977005005
0.23557834327220917,9.962975429148436,82.51589012145996,0.01,2.29879288037618,7.142857142857142,17.45041584968567
0.23540012538433075,10.366879838438237,81.0851378440857,0.01,2.2984849484761556,7.142857142857142,17.45937728881836
0.23515604436397552,10.063951531470886,81.6720540523529,0.01,2.298231986363729,7.142857142857142,17.52993392944336
0.23543979227542877,10.434197239986537,82.72269988059998,0.01,2.297808208465576,7.142857142857142,17.917418956756592
0.23507140576839447,10.602490743857288,81.28229188919067,0.01,2.297595675786336,7.142857142857142,17.475332021713257
0.23506107926368713,9.929316728374285,81.23107409477234,0.01,2.2973737812042234,7.142857142857142,17.442078828811646
0.23512011766433716,10.333221137664086,80.0287218093872,0.01,2.297194617589315,7.142857142857142,17.54058289527893
0.2348286211490631,10.097610232245035,80.10494589805603,0.01,2.296908206939697,7.142857142857142,17.566236972808838
0.23499372601509094,10.164927633793337,80.98901605606079,0.01,2.296772829691569,9.838274932614555,17.68552875518799
0.23499739170074463,10.434197239986537,80.13812804222107,0.01,2.296464964548747,7.142857142857142,17.358961820602417
0.23476862907409668,10.501514641534836,80.07359719276428,0.01,2.2962707742055257,9.838274932614555,17.38382077217102
0.23512603342533112,10.737125546953887,87.19466996192932,0.01,2.2959734471638997,9.838274932614555,19.687363862991333
0.2348548322916031,10.636149444631437,88.01341891288757,0.01,2.2957185173034667,9.838274932614555,18.881800889968872
